序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
3568,316.10078910958464,405.7300002746887,543.6521391720845,652.3403291880882,751.5170309729613,851.2890615672376,913.245625854389,915,915,915,915,915,915,915,915,850,750,248.3357722036874,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3569,316.06658692813073,405.763439534542,544.0810202067619,651.2666313123102,751.5063966917727,850.9944033636222,913.2099575989342,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.6475762848154,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3570,316.10078910958464,405.7517212510237,543.9739009229987,651.2312893328752,751.5063966917727,849.9457403429419,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,401.9229281205096,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3571,316.10078910958464,405.7300002746887,544.2871500841862,650.9961343371211,751.5170309729613,851.0556548632204,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3572,315.85871313679945,405.3209943541596,545.2177296453665,652.510421781024,751.5063966917727,849.0004759037918,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.4527144531209,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3573,315.38567164090216,407.31322048649866,543.029338716592,652.4833785612841,751.3335337895176,849.5111646062401,913.3388776298088,915,915,915,915,915,915,915,915,850,750,250.2766209129754,402.2315385306918,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3574,316.10078910958464,404.7169072223574,544.3048684613182,651.1404363487103,751.13431488923,850.0311578572815,913.2125202626672,915,915,915,915,915,915,915,915,850,750,250.25279698119616,402.5012547452868,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3575,315.85871313679945,405.26583411797134,545.1521900171608,652.8060513512422,751.5063966917727,849.5111646062401,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.4809264899254,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3576,315.3939824869772,405.2875550943063,544.0455392427276,652.1519663374185,751.5170309729613,850.0124876791342,913.2270297150358,915,915,915,915,915,915,915,915,850,750,249.5916514195181,402.5900600442544,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3577,316.10078910958464,405.763439534542,544.0987385838938,651.7918252349439,751.5063966917727,849.9549343644837,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.6475762848154,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3578,316.06658692813073,405.6182330913159,543.034058333886,651.8824607174458,751.5063966917727,849.5111646062401,913.2099575989342,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.4945004146347,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3579,316.10078910958464,405.763439534542,543.7401568534771,651.7663016629674,751.5063966917727,849.9119394204376,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.37923157042655,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3580,316.6151101622017,405.8539668578591,542.7157539503324,652.2648826956938,752.1252234611518,850.9948969641526,913.2163933905232,915,915,915,915,915,915,915,915,850,750,248.57134502751111,401.8581467860932,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3581,315.85871313679945,405.5027859667124,544.2305455244677,652.7551727823877,752.1358577423404,850.9767062679066,913.245625854389,915,915,915,915,915,915,915,915,850,750,249.50594359046548,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3582,316.10078910958464,405.7300002746887,543.6330375697139,652.3625196263926,751.5170309729613,849.9557242073606,913.245625854389,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3583,316.10078910958464,405.763439534542,543.6551568935528,651.5646223989158,751.5063966917727,849.0004759037918,913.2099575989342,915,915,915,915,915,915,915,915,850,750,249.5916514195181,402.5764861195452,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3584,317.4261236794908,405.3537425505938,545.2474913334946,652.2876117261677,751.5063966917727,849.5385420971514,913.2329480562632,915,915,915,915,915,915,915,915,850,750,249.52365171037107,403.615829300373,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3585,316.06658692813073,405.763439534542,543.7393942841601,652.3403291880882,751.5170309729613,850.1605910712301,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3586,317.3919214980369,405.3754635269288,545.2474913334946,651.9800066661168,751.5170309729613,849.7255286257505,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.5915914485256,403.5876172635684,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3587,316.10078910958464,405.7517212510237,544.2871500841862,651.667572847497,751.5063966917727,849.9457403429419,913.2877790530304,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.59645907944736,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3588,335.42012378741225,419.88956250190864,543.4446260694215,653.335423449546,751.4899123604017,848.9969386728282,913.5531604676112,915,915,915,915,915,915,915,915,850,750,251.18686660356133,402.1019253887085,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3589,315.6360584597624,405.78516051087695,543.7393942841601,651.7663016629674,751.4899123604017,849.2200100051026,913.2481791311046,915,915,915,915,915,915,915,915,850,750,249.4777116678752,403.1081472192352,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3590,315.85871313679945,405.2992733778247,543.9291043514231,652.8019712182692,751.467585765314,850.9944102553749,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3591,316.10078910958464,405.7300002746887,543.6131733980263,651.0449478207477,751.5063966917727,849.9549343644837,913.2669073616412,915,915,915,915,915,915,915,915,850,750,248.42148003274005,401.94557422996775,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3592,315.85871313679945,406.3276926989394,544.2423535126106,652.4677012435575,751.5063966917727,851.0130735417695,913.2669073616412,915,915,915,915,915,915,915,915,850,750,250.2603088940872,402.64542755903,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3593,316.10078910958464,406.6466524124307,543.2478750419361,651.0228707077468,751.5170309729613,849.5198719190041,913.2526079437364,915,915,915,915,915,915,915,915,850,750,249.6094449301425,401.15992735458246,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3594,315.85871313679945,405.2875550943063,544.176813884405,652.7426631475249,751.5170309729613,849.0004759037918,913.2193450904316,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3595,316.06658692813073,405.7300002746887,543.6330375697139,652.3653188984183,751.5063966917727,849.9549343644837,913.2358997561716,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3596,316.06658692813073,405.6182330913159,543.034058333886,651.0228707077468,751.5063966917727,849.5198719190041,913.2741557829982,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.4527144531209,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3597,315.85871313679945,405.2992733778247,545.2177296453665,652.0306312595268,751.5063966917727,850.9944102553749,913.2770000993584,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.4527144531209,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3598,315.85871313679945,405.26583411797134,544.8309263988773,652.0812666834122,751.5063966917727,849.9644105210892,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.50594359046548,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3599,316.10078910958464,405.763439534542,544.0091068401716,652.206417464294,751.5063966917727,849.5111646062401,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.4809264899254,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3600,316.17208373423057,405.2992733778247,543.9057500640166,652.4875324871373,751.5063966917727,849.5198719190041,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.5174055831982,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3601,315.82451095534554,405.26583411797134,544.8309263988773,650.8305706088031,751.5063966917727,851.0130735417695,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.3357722036874,401.89471608370496,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3602,315.82451095534554,405.2992733778247,544.9155676294536,652.0084253587843,751.5063966917727,850.9944102553749,913.2669073616412,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3603,315.82451095534554,405.3209943541596,544.5113034993052,651.3682573939542,751.5063966917727,849.5198719190041,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.4662883778301,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3604,316.10078910958464,405.7300002746887,542.9346258807486,651.9035131795019,751.5170309729613,849.5211484706588,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.4809264899254,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3605,316.10078910958464,405.763439534542,544.3942693679494,650.9784035099848,751.5063966917727,849.5298347843874,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.50594359046548,401.9082900084142,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3606,315.82451095534554,405.26583411797134,545.8063025316332,651.6814749066098,751.5063966917727,851.0130735417695,913.2877790530304,915,915,915,915,915,915,915,915,850,750,248.3357722036874,402.4809264899254,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3607,317.4261236794908,405.3537425505938,543.7277641977385,652.7019564445991,751.5063966917727,849.5198719190041,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.5915914485256,403.71778796518566,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3608,316.2842281163363,403.3681984333239,542.7058584146326,652.5171094312296,751.5063966917727,849.5106778974623,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.1348722274226,402.6693892864271,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3609,316.10078910958464,405.7300002746887,543.6330375697139,652.0920159398042,751.5063966917727,849.9549343644837,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.6055312641963,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3610,316.10078910958464,405.763439534542,543.6750210652403,652.279208794356,751.5170309729613,850.9948969641526,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3611,316.10078910958464,405.7300002746887,543.6330375697139,652.8092406318383,751.5170309729613,850.9944102553749,913.245625854389,915,915,915,915,915,915,915,915,850,750,249.57388332862,401.9229281205096,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3612,315.2080713284318,404.43182434034486,545.8254041340037,652.5572332819389,751.5094947908036,849.7122359685072,913.21670755789,915,915,915,915,915,915,915,915,850,750,248.40371194184195,402.4809264899254,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3613,316.10078910958464,405.6182330913159,542.7305117961416,651.7880013119734,751.5063966917727,851.2092609836631,913.1807822713132,915,915,915,915,915,915,915,915,850,750,249.6094449301425,402.8526346404406,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3614,315.82451095534554,405.2992733778247,544.1573535526863,652.7104992717924,751.5063966917727,849.964897229867,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.3357722036874,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3615,315.82451095534554,405.26583411797134,544.176813884405,652.2711648430309,751.5063966917727,850.9939166548444,913.2544958955248,915,915,915,915,915,915,915,915,850,750,248.40371194184195,401.9229281205096,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3616,316.06658692813073,405.763439534542,544.3942693679494,651.775378351807,751.5170309729613,851.0746975477272,913.2669073616412,915,915,915,915,915,915,915,915,850,750,248.3357722036874,402.6475762848154,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3617,316.10078910958464,405.7300002746887,543.6131733980263,651.8908902193356,751.5170309729613,851.0606639910367,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.5916514195181,402.60469815634974,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3618,315.85871313679945,405.26583411797134,544.1467565320031,652.859957066852,751.5170309729613,849.0823833048335,913.2526079437364,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.55467311793353,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3619,315.82451095534554,405.1540669345986,543.4664241785873,652.5904383347439,751.5063966917727,851.0746975477272,913.2669073616412,915,915,915,915,915,915,915,915,850,750,249.50594359046548,402.4527144531209,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3620,315.1376941687365,405.26583411797134,544.8500280012479,652.5682478964395,751.5063966917727,850.1605910712301,913.21670755789,915,915,915,915,915,915,915,915,850,750,249.57388332862,401.89471608370496,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3621,315.3157499713344,405.26583411797134,544.1959154867756,652.7019564445991,751.5063966917727,850.1792612493774,913.21670755789,915,915,915,915,915,915,915,915,850,750,249.50594359046548,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3622,315.96329247794864,405.0041812678918,543.7322900815401,652.5786538464306,751.5170309729613,851.0841947033681,913.2877790530304,915,915,915,915,915,915,915,915,850,750,248.3535402945855,402.60469815634974,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3623,315.3157499713344,405.2992733778247,544.2423535126106,653.1692373312335,751.5170309729613,851.0561415719982,913.2099575989342,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3624,315.85871313679945,405.26583411797134,544.8309263988773,652.5364609894684,751.5063966917727,849.0004759037918,913.2358997561716,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.62125119964753,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3625,315.85871313679945,405.26583411797134,544.176813884405,653.8288018210354,751.5063966917727,849.9462270517197,913.2555596436448,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.5828851547381,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
3626,316.41415970701576,405.7300002746887,543.6815966488977,652.2099889921768,751.5063966917727,849.954447655706,913.2544958955248,915,915,915,915,915,915,915,915,850,750,249.57388332862,402.66303716116136,550,650,750,850,915,915,915,915,915,915,915,915,915,850,750
