序号,上部温度1,上部温度2,上部温度3,上部温度4,上部温度5,上部温度6,上部温度7,上部温度8,上部温度9,上部温度10,上部温度11,上部温度12,上部温度13,上部温度14,上部温度15,上部温度16,上部温度17,下部温度1,下部温度2,下部温度3,下部温度4,下部温度5,下部温度6,下部温度7,下部温度8,下部温度9,下部温度10,下部温度11,下部温度12,下部温度13,下部温度14,下部温度15,下部温度16,下部温度17
3230,353.11,451.62,548.42,666.11,750.28,851.44,910.42,914.78,915.15,914.62,914.64,914.79,914.92,914.71,915.32,849.91,749.88,257.69,390.82,552.07,649.94,750.28,850.11,914.72,914.96,914.53,914.87,916.18,914.71,915.35,914.77,914.6,850.25,749.83
3231,351.17,451.61,548.42,666.11,750.29,851.44,910.42,914.84,915.19,914.63,914.65,914.79,914.9,914.71,915.31,849.89,749.96,253.41,390.82,552.06,649.91,750.3,850.12,914.75,915.0,914.53,914.89,916.18,914.7,915.35,914.8,914.54,850.23,749.83
3232,347.68,451.33,548.42,666.11,750.29,851.44,910.47,914.86,915.22,914.64,914.67,914.77,914.91,914.68,915.35,849.9,749.88,257.69,390.82,551.99,649.92,750.3,850.1,914.73,915.03,914.53,914.87,916.18,914.73,915.33,914.8,914.62,850.21,749.83
3233,354.77,451.8,548.57,666.08,750.27,851.44,910.45,914.88,915.2,915.0,914.63,914.7,914.88,914.67,915.27,849.95,749.95,257.58,390.38,551.97,649.95,750.28,850.12,914.75,915.02,914.52,914.81,916.17,914.61,915.31,914.87,914.6,849.33,750.25
3234,355.41,451.82,548.42,666.11,750.27,851.44,910.46,914.84,915.24,914.63,914.65,914.73,914.89,914.67,915.3,849.89,749.96,253.42,390.74,551.96,649.92,750.33,850.12,914.75,915.01,914.52,914.84,916.22,914.64,915.36,914.79,914.56,850.23,749.92
3235,354.77,451.82,548.42,666.11,750.27,851.44,910.47,914.83,915.24,914.61,914.66,914.78,914.89,914.7,915.31,849.91,749.97,253.42,390.74,551.89,649.92,750.31,850.12,914.73,914.95,914.52,914.85,916.22,914.64,915.36,914.8,914.56,850.25,749.9
3236,355.41,451.82,548.42,666.11,750.27,851.44,910.43,914.84,915.22,914.63,914.65,914.8,914.87,914.67,915.31,849.9,749.88,255.06,390.82,551.96,649.92,750.4,850.12,914.7,915.03,914.52,914.84,916.22,914.64,915.37,914.77,914.55,850.22,749.92
3237,354.77,451.82,548.42,666.11,750.27,851.44,910.46,914.85,915.22,914.61,914.64,914.78,914.89,914.65,915.31,849.89,749.88,257.69,390.82,551.96,649.92,750.31,850.12,914.73,914.98,914.53,914.87,916.18,914.64,915.33,914.81,914.58,850.21,749.82
3238,355.01,451.8,548.44,666.06,750.31,851.44,910.69,914.85,915.14,914.65,914.76,914.84,914.89,914.73,915.24,849.97,749.94,257.3,391.1,551.96,649.93,750.3,850.11,914.71,914.95,914.56,914.94,916.06,914.67,915.37,914.82,914.53,850.25,749.67
3239,352.55,451.61,548.42,666.11,750.27,851.44,910.47,914.84,915.22,914.62,914.65,914.74,914.91,914.65,915.33,849.89,749.87,257.69,390.74,552.05,649.92,750.38,850.1,914.73,915.01,914.53,914.87,916.18,914.67,915.33,914.8,914.62,850.21,749.83
3240,353.9,451.82,548.42,666.11,750.29,851.44,910.47,914.87,915.22,914.63,914.69,914.8,914.89,914.7,915.3,849.88,749.87,255.06,390.82,551.88,649.95,750.29,850.12,914.75,915.0,914.54,914.9,916.18,914.69,915.34,914.78,914.58,850.23,749.83
3241,355.41,451.82,548.42,666.11,750.29,851.44,910.46,914.84,915.17,914.64,914.67,914.79,914.92,914.71,915.31,849.92,749.88,257.69,390.82,551.89,649.92,750.3,850.08,914.73,914.98,914.53,914.86,916.18,914.69,915.33,914.8,914.62,850.17,749.83
3242,355.01,451.83,548.42,666.11,750.29,851.44,910.46,914.8,915.15,914.62,914.68,914.8,914.92,914.7,915.31,849.91,749.85,257.65,390.82,551.87,649.95,750.26,850.07,914.76,915.0,914.53,914.87,916.18,914.68,915.34,914.81,914.61,850.25,749.83
3243,354.77,451.83,548.39,666.11,750.28,851.44,910.42,914.88,915.22,914.64,914.65,914.77,914.89,914.68,915.32,849.9,749.87,255.03,390.82,551.88,649.95,750.26,850.12,914.74,915.01,914.54,914.9,916.18,914.73,915.35,914.78,914.63,850.23,749.83
3244,354.77,451.82,548.39,666.11,750.27,851.44,910.46,914.79,915.13,914.64,914.64,914.74,914.91,914.67,915.3,849.91,749.88,257.65,390.81,551.97,649.94,750.33,850.1,914.73,915.0,914.52,914.87,916.18,914.71,915.34,914.8,914.6,850.26,749.84
3245,355.41,451.83,548.42,666.11,750.26,851.44,910.44,914.81,915.15,914.61,914.63,914.79,914.91,914.71,915.29,849.92,749.9,257.69,390.82,551.9,649.94,750.25,850.14,914.72,914.96,914.54,914.87,916.18,914.68,915.32,914.8,914.59,850.22,749.83
3246,355.18,451.82,548.42,666.11,750.29,851.44,910.47,914.81,915.15,914.63,914.65,914.8,914.9,914.67,915.29,849.92,749.88,257.69,390.82,551.99,649.98,750.3,850.12,914.75,915.0,914.54,914.9,916.18,914.73,915.33,914.73,914.64,850.21,749.83
3247,355.13,451.79,548.49,666.41,750.3,851.41,910.67,914.83,915.12,914.73,914.62,914.75,914.92,914.63,915.23,849.85,750.07,255.0,392.23,552.62,649.89,750.25,850.11,914.8,914.97,914.5,914.79,916.17,914.67,915.34,914.68,914.73,850.29,749.6
3248,354.77,451.82,548.42,666.11,750.29,851.44,910.42,914.82,915.15,914.63,914.66,914.77,914.92,914.7,915.31,849.94,749.85,257.69,390.82,551.89,649.98,750.3,850.1,914.73,914.93,914.53,914.87,916.18,914.73,915.35,914.82,914.63,850.2,749.83
3249,350.66,451.62,548.42,666.11,750.29,851.44,910.42,914.82,915.15,914.61,914.69,914.81,914.9,914.72,915.3,849.93,749.96,253.54,390.82,552.03,649.97,750.25,850.12,914.76,915.01,914.54,914.9,916.18,914.7,915.35,914.78,914.61,850.28,749.83
3250,355.41,451.83,548.42,666.11,750.29,851.44,910.38,914.8,915.13,914.61,914.68,914.75,914.91,914.73,915.29,849.93,749.97,255.06,390.82,552.06,649.94,750.26,850.08,914.71,914.99,914.5,914.85,916.15,914.66,915.37,914.75,914.63,850.24,749.87
3251,354.77,451.84,548.42,666.11,750.27,851.44,910.41,914.78,915.15,914.63,914.63,914.74,914.92,914.69,915.32,849.92,749.88,258.46,390.6,551.9,649.95,750.3,850.11,914.72,914.99,914.54,914.89,916.18,914.73,915.34,914.81,914.59,850.23,749.83
3252,355.18,451.9,548.42,666.11,750.29,851.44,910.42,914.8,915.13,914.63,914.65,914.78,914.92,914.69,915.31,849.91,749.88,258.46,390.81,551.89,649.94,750.3,850.08,914.69,915.01,914.54,914.87,916.18,914.72,915.33,914.77,914.62,850.26,749.82
3253,347.68,451.19,548.42,665.72,750.28,851.44,910.42,914.86,915.22,914.61,914.65,914.81,914.89,914.72,915.31,849.91,749.88,255.06,390.82,551.98,649.92,750.27,850.12,914.74,914.98,914.53,914.89,916.18,914.73,915.35,914.8,914.63,850.23,749.83
3254,354.26,452.19,548.64,666.21,750.35,851.65,910.53,914.84,914.96,914.34,914.66,914.75,914.84,914.63,915.23,849.66,750.62,259.41,391.2,552.33,649.98,750.3,850.15,914.77,914.74,914.41,914.79,915.78,914.4,915.36,914.77,914.08,850.29,749.61
3255,347.68,451.82,548.39,665.5,750.3,851.44,910.42,914.81,915.12,914.63,914.71,914.75,914.89,914.71,915.31,849.91,749.97,253.44,390.81,551.97,649.97,750.27,850.1,914.74,915.03,914.53,914.88,916.18,914.72,915.35,914.73,914.6,850.25,749.85
3256,355.18,451.83,548.42,666.11,750.29,851.44,910.42,914.83,915.09,914.62,914.69,914.76,914.91,914.74,915.3,849.91,749.88,257.65,390.82,551.99,649.97,750.27,850.07,914.73,915.02,914.53,914.93,916.18,914.7,915.34,914.78,914.63,850.22,749.83
3257,347.68,451.19,548.42,665.72,750.29,851.44,910.42,914.81,915.15,914.61,914.63,914.74,914.92,914.75,915.28,849.91,749.88,257.69,390.82,552.0,649.88,750.28,850.12,914.72,914.97,914.51,914.87,916.18,914.74,915.33,914.77,914.59,850.25,749.82
3258,350.66,451.69,548.42,666.11,750.29,851.44,910.42,914.82,915.08,914.62,914.71,914.73,914.93,914.75,915.3,849.9,749.88,258.46,390.81,551.99,649.97,750.31,850.1,914.73,914.99,914.52,914.92,916.17,914.72,915.34,914.75,914.63,850.23,749.83
3259,350.94,448.09,548.44,665.79,750.2,851.47,910.46,915.06,915.17,914.91,914.59,914.96,914.92,914.67,915.43,849.82,750.03,256.07,391.08,551.85,649.71,750.29,850.06,914.81,914.82,914.54,914.91,916.18,914.66,915.19,914.77,914.8,849.9,750.18
3260,351.49,451.61,548.39,666.11,750.29,851.44,910.35,914.8,915.16,914.63,914.63,914.72,914.89,914.74,915.29,849.92,749.99,255.03,390.81,551.99,649.97,750.3,850.1,914.73,914.95,914.52,914.86,916.18,914.77,915.36,914.73,914.68,850.24,749.84
3261,347.68,451.51,548.39,665.5,750.29,851.44,910.42,914.85,915.1,914.63,914.7,914.77,915.04,914.8,915.2,850.0,749.94,253.54,390.76,551.92,649.68,750.27,850.12,914.77,914.98,914.52,914.94,916.25,914.71,915.28,914.81,914.61,850.25,749.75
3262,352.55,451.61,548.39,666.11,750.29,851.44,910.42,914.82,915.15,914.62,914.67,914.8,914.92,914.72,915.31,849.92,749.9,257.69,390.81,551.98,649.94,750.3,850.08,914.73,914.96,914.54,914.87,916.18,914.9,915.34,914.81,914.67,850.22,749.81
3263,351.45,451.67,548.24,666.08,750.26,851.45,910.44,914.76,915.07,914.74,914.57,914.76,914.79,914.68,915.29,849.87,749.81,254.83,390.56,551.87,649.73,750.2,850.11,914.81,914.94,914.83,914.8,915.45,914.75,915.27,914.86,914.6,850.15,749.64
3264,347.68,451.19,548.39,665.72,750.28,851.44,910.42,914.8,915.16,914.62,914.68,914.81,914.92,914.74,915.3,849.91,749.88,257.65,390.81,551.98,649.94,750.26,850.1,914.73,915.0,914.52,914.86,916.18,914.78,915.34,914.72,914.65,850.2,749.83
3265,350.66,451.7,548.39,666.11,750.28,851.44,910.42,914.82,915.07,914.62,914.71,914.74,914.92,914.78,915.26,849.92,749.87,258.42,390.8,552.0,649.91,750.28,850.12,914.73,914.98,914.52,914.91,916.18,914.75,915.34,914.72,914.65,850.22,749.82
3266,347.72,451.89,548.36,665.47,750.28,851.45,910.46,914.8,915.01,914.75,914.64,914.72,914.81,914.67,915.25,849.87,749.83,258.48,390.57,551.89,649.79,750.2,850.18,914.81,914.9,914.84,914.86,915.47,914.7,915.2,914.88,914.57,850.15,749.67
3267,347.68,451.23,548.39,665.72,750.29,851.44,910.42,914.81,915.13,914.61,914.67,914.71,914.92,914.75,915.3,849.93,749.87,258.39,390.8,552.0,649.94,750.32,850.08,914.73,915.0,914.52,914.88,916.17,914.7,915.36,914.7,914.67,850.2,749.84
3268,351.49,451.62,548.39,666.11,750.28,851.44,910.42,914.81,915.12,914.58,914.74,914.77,914.91,914.75,915.29,849.93,749.87,257.69,390.81,551.99,649.91,750.28,850.14,914.74,914.98,914.51,914.91,916.15,914.66,915.34,914.7,914.63,850.21,749.82
3269,350.66,451.6,548.46,666.12,750.28,851.44,910.47,914.83,915.15,914.64,914.66,914.74,914.92,914.74,915.29,849.93,749.87,257.69,390.81,552.0,649.94,750.25,850.15,914.72,914.95,914.54,914.87,916.18,914.73,915.34,914.78,914.62,850.21,749.82
3270,355.01,451.83,548.39,666.11,750.28,851.44,910.41,914.8,915.08,914.58,914.73,914.76,914.93,914.8,915.23,849.91,749.9,257.69,390.81,551.9,649.88,750.28,850.14,914.73,914.98,914.51,914.95,916.15,914.71,915.31,914.7,914.67,850.26,749.83
3271,353.11,451.62,548.46,666.12,750.28,851.44,910.47,914.82,915.08,914.63,914.71,914.74,914.91,914.76,915.26,849.91,749.87,258.39,390.81,552.0,649.91,750.28,850.14,914.72,914.96,914.55,914.94,916.18,914.72,915.33,914.73,914.64,850.19,749.83
3272,349.24,451.52,548.39,666.11,750.27,851.44,910.45,914.83,915.09,914.56,914.72,914.78,914.92,914.83,915.25,849.91,749.9,257.63,390.77,551.89,650.03,750.26,850.11,914.73,915.0,914.54,914.94,916.18,914.73,915.34,914.69,914.68,850.25,749.85
3273,347.68,451.18,548.39,665.72,750.3,851.44,910.31,914.82,915.08,914.61,914.72,914.79,914.9,914.77,915.27,849.92,749.87,257.63,390.81,552.0,649.94,750.32,850.09,914.72,914.98,914.53,914.94,916.18,914.91,915.28,914.75,914.7,850.25,749.82
3274,347.68,451.19,548.39,665.72,750.28,851.44,910.45,914.82,915.06,914.58,914.71,914.8,914.93,914.82,915.26,849.93,749.87,257.63,390.77,551.99,649.94,750.29,850.12,914.74,915.01,914.54,914.97,916.17,914.78,915.33,914.69,914.65,850.22,749.84
3275,351.49,451.62,548.38,666.12,750.28,851.44,910.47,914.81,915.08,914.63,914.69,914.72,914.91,914.75,915.26,849.93,749.87,257.69,390.81,552.0,649.91,750.26,850.13,914.73,914.96,914.54,914.94,916.18,914.9,915.29,914.73,914.71,850.19,749.84
3276,350.66,451.62,548.39,666.11,750.29,851.44,910.35,914.83,915.09,914.56,914.73,914.77,914.89,914.84,915.26,849.93,749.96,255.0,390.77,551.97,649.94,750.26,850.11,914.72,914.99,914.52,914.94,916.17,915.08,915.31,914.73,914.71,850.28,749.85
3277,355.18,451.83,548.37,666.12,750.29,851.44,910.41,914.8,915.15,914.62,914.78,914.76,914.89,914.74,915.3,849.92,749.87,257.64,390.81,551.88,649.91,750.28,850.11,914.73,914.91,914.55,914.89,916.18,914.72,915.32,914.81,914.58,850.24,749.83
3278,350.66,451.52,548.46,666.12,750.28,851.44,910.47,914.81,915.08,914.62,914.68,914.73,914.91,914.74,915.25,849.9,749.89,258.32,390.82,552.0,649.94,750.27,850.16,914.71,915.0,914.55,914.95,916.18,914.65,915.32,914.72,914.67,850.23,749.84
3279,347.68,451.19,548.39,666.11,750.27,851.43,910.42,914.85,915.1,914.56,914.72,914.8,914.92,914.82,915.25,849.94,749.87,257.63,390.77,551.9,649.97,750.28,850.09,914.73,915.01,914.52,914.96,916.18,914.8,915.33,914.77,914.64,850.25,749.83
3280,352.55,451.61,548.38,666.11,750.27,851.44,910.45,914.81,915.09,914.61,914.78,914.75,914.9,914.79,915.26,849.92,749.87,257.56,390.81,551.98,649.97,750.25,850.1,914.74,914.9,914.55,914.92,916.18,914.73,915.31,914.81,914.65,850.26,749.84
3281,354.77,451.83,548.39,666.11,750.28,851.44,910.42,914.82,915.09,914.58,914.72,914.75,914.91,914.78,915.26,849.94,749.87,257.68,390.76,551.88,649.91,750.28,850.11,914.73,914.95,914.53,914.97,916.18,914.73,915.35,914.75,914.65,850.25,749.85
3282,349.24,451.52,548.39,666.11,750.28,851.44,910.42,914.79,915.11,914.59,914.68,914.78,914.92,914.73,915.3,849.92,749.9,257.65,390.81,552.17,649.91,750.24,850.12,914.72,915.01,914.51,914.87,916.15,914.66,915.32,914.7,914.66,850.27,749.87
3283,351.45,451.62,548.39,666.11,750.28,851.44,910.42,914.82,915.08,914.61,914.73,914.74,914.92,914.78,915.26,849.92,749.87,257.69,390.81,552.0,649.94,750.26,850.1,914.73,914.99,914.52,914.91,916.18,914.78,915.33,914.75,914.62,850.27,749.83
3284,347.68,451.17,548.46,665.73,750.28,851.44,910.47,914.79,915.12,914.62,914.65,914.76,914.91,914.75,915.28,849.91,749.9,257.69,390.81,551.99,649.88,750.29,850.16,914.72,914.96,914.53,914.9,916.18,914.77,915.36,914.72,914.64,850.26,749.84
3285,351.17,451.62,548.39,666.11,750.28,851.44,910.42,914.79,915.12,914.64,914.7,914.75,914.92,914.74,915.3,849.9,749.9,257.65,390.81,552.0,649.91,750.24,850.13,914.72,914.99,914.52,914.87,916.18,914.74,915.32,914.7,914.65,850.26,749.82
3286,350.61,451.56,548.51,666.38,750.4,851.38,910.88,914.84,915.04,914.75,914.8,914.92,914.96,914.96,915.22,849.92,750.16,257.3,392.72,552.66,649.92,750.24,850.06,914.73,914.89,914.52,914.87,916.06,914.68,915.15,914.68,914.68,850.33,749.6
3287,355.18,451.85,548.38,666.12,750.28,851.44,910.47,914.8,915.15,914.63,914.68,914.75,914.92,914.73,915.29,849.94,749.9,258.39,390.81,551.89,649.97,750.21,850.13,914.73,914.96,914.54,914.86,916.18,914.71,915.34,914.73,914.67,850.18,749.86
3288,355.18,451.83,548.42,666.11,750.29,851.44,910.42,914.82,915.08,914.61,914.72,914.75,914.92,914.79,915.26,849.93,749.87,257.69,390.82,551.87,649.97,750.24,850.12,914.73,914.99,914.52,914.92,916.18,914.79,915.35,914.72,914.61,850.29,749.83
3289,347.68,451.2,548.45,666.12,750.29,851.44,910.47,914.8,915.15,914.6,914.69,914.73,914.92,914.74,915.3,849.93,749.87,258.35,390.81,551.98,649.97,750.25,850.14,914.72,915.01,914.54,914.86,916.17,914.7,915.35,914.7,914.63,850.23,749.83
3290,354.77,451.54,548.37,666.14,750.44,851.49,910.31,914.82,915.09,914.5,914.64,914.93,914.82,914.75,915.19,850.16,750.33,263.45,391.24,551.92,649.97,750.35,850.18,914.79,914.9,914.47,914.85,916.07,914.75,915.26,914.58,914.59,850.21,750.03
3291,347.68,451.22,548.49,666.12,750.28,851.44,910.47,914.84,915.09,914.61,914.7,914.78,914.91,914.78,915.27,849.9,749.9,258.45,390.77,551.98,649.91,750.28,850.14,914.72,914.97,914.55,914.97,916.18,914.93,915.29,914.78,914.66,850.21,749.83
3292,349.24,451.52,548.39,666.11,750.28,851.44,910.42,914.84,915.11,914.61,914.73,914.77,914.91,914.78,915.27,849.92,749.87,257.62,390.81,551.98,649.91,750.26,850.11,914.73,915.02,914.52,914.91,916.18,914.96,915.29,914.8,914.67,850.29,749.81
3293,355.18,451.83,548.39,666.11,750.28,851.44,910.45,914.82,915.07,914.61,914.68,914.75,914.89,914.76,915.31,849.91,749.98,255.0,390.81,551.9,650.0,750.25,850.11,914.73,914.96,914.55,914.92,916.18,914.64,915.35,914.73,914.59,850.25,749.83
3294,355.18,451.83,548.39,666.11,750.28,851.44,910.45,914.79,915.13,914.62,914.7,914.77,914.91,914.72,915.3,849.9,749.9,257.65,390.81,551.88,649.91,750.26,850.11,914.72,914.97,914.55,914.87,916.18,914.7,915.31,914.73,914.63,850.25,749.81
3295,356.26,450.91,548.41,665.25,750.23,851.67,910.59,914.82,915.02,914.62,914.59,914.79,914.79,914.94,915.1,850.01,750.4,253.34,390.89,551.97,649.63,749.93,850.07,914.75,914.91,914.62,914.91,916.2,914.49,915.38,914.67,914.74,850.22,749.81
3296,349.24,451.54,548.38,666.11,750.27,851.44,910.42,914.81,915.06,914.59,914.7,914.75,914.92,914.82,915.28,849.91,749.89,258.26,390.81,551.97,650.0,750.24,850.11,914.72,915.0,914.52,914.91,916.17,914.63,915.32,914.7,914.69,850.26,749.84
3297,347.68,451.23,548.45,666.12,750.29,851.44,910.47,914.83,915.04,914.58,914.69,914.8,914.92,914.82,915.27,849.93,749.86,258.45,390.77,551.97,650.0,750.27,850.14,914.73,914.95,914.54,914.97,916.18,914.7,915.34,914.72,914.65,850.22,749.84
3298,349.24,451.52,548.38,666.12,750.28,851.44,910.46,914.85,915.05,914.57,914.76,914.75,914.9,914.78,915.26,849.94,749.86,257.65,390.81,551.99,650.03,750.25,850.11,914.74,915.02,914.53,914.9,916.15,914.82,915.25,914.73,914.71,850.26,749.86
3299,347.68,451.19,548.39,666.11,750.28,851.44,910.42,914.82,915.09,914.59,914.71,914.75,914.91,914.82,915.27,849.91,749.9,257.63,390.77,551.99,649.94,750.28,850.11,914.73,914.97,914.52,914.95,916.18,914.98,915.29,914.72,914.69,850.2,749.85
3300,350.66,451.64,548.39,666.11,750.23,851.44,910.42,914.83,915.11,914.58,914.72,914.75,914.93,914.82,915.25,849.91,749.9,258.33,390.77,551.99,649.94,750.26,850.13,914.73,914.99,914.51,914.96,916.15,914.95,915.28,914.69,914.72,850.25,749.84
3301,347.68,451.19,548.39,666.11,750.29,851.44,910.42,914.83,915.09,914.57,914.7,914.8,914.93,914.82,915.26,849.92,749.87,257.63,390.77,551.99,649.94,750.26,850.11,914.74,915.01,914.52,914.96,916.17,914.76,915.33,914.69,914.63,850.24,749.84
3302,351.45,451.6,548.44,666.12,750.28,851.44,910.47,914.84,915.05,914.55,914.71,914.74,914.91,914.8,915.25,849.92,749.86,257.56,390.77,552.16,650.0,750.25,850.16,914.73,914.99,914.53,914.96,916.15,914.97,915.27,914.7,914.7,850.24,749.89
3303,347.68,451.19,548.44,665.73,750.29,851.44,910.47,914.82,915.03,914.56,914.75,914.76,914.93,914.84,915.27,849.94,749.86,258.33,390.77,551.97,650.0,750.26,850.14,914.73,915.02,914.54,914.97,916.17,914.95,915.29,914.73,914.7,850.26,749.84
3304,350.66,451.61,548.45,666.12,750.26,851.44,910.35,914.8,915.08,914.56,914.82,914.76,914.9,914.85,915.24,849.95,749.87,258.28,390.77,551.89,649.97,750.23,850.11,914.73,914.93,914.54,914.96,916.16,914.97,915.28,914.75,914.7,850.27,749.94
3305,351.45,451.67,548.39,666.11,750.21,851.43,910.45,914.85,915.05,914.53,914.76,914.77,914.93,914.82,915.23,849.94,749.86,258.45,390.76,551.88,650.03,750.25,850.11,914.74,914.97,914.53,914.96,916.16,915.0,915.27,914.73,914.71,850.27,749.96
3306,350.66,451.66,548.55,666.12,750.31,851.43,910.47,914.84,915.07,914.57,914.75,914.79,914.89,914.82,915.24,849.91,749.86,258.45,390.76,551.88,650.03,750.25,850.14,914.73,914.9,914.54,914.97,916.19,915.02,915.29,914.81,914.69,850.25,749.84
3307,347.68,451.5,548.38,665.73,750.26,851.43,910.58,914.83,915.03,914.53,914.81,914.8,914.88,914.82,915.24,849.95,749.86,257.59,390.77,551.88,650.03,750.28,850.08,914.74,914.94,914.52,914.95,916.16,914.67,915.33,914.75,914.64,850.24,749.84
3308,349.24,451.61,548.29,666.11,750.17,851.44,910.36,914.82,915.03,914.59,914.77,914.73,914.94,914.82,915.24,849.9,749.87,258.4,390.78,551.89,649.97,750.26,850.08,914.72,914.91,914.53,914.99,916.19,914.74,915.31,914.78,914.66,850.19,749.83
3309,347.68,451.55,548.46,666.12,750.21,851.43,910.58,914.84,915.06,914.53,914.74,914.77,914.93,914.83,915.25,849.92,749.86,258.45,390.76,551.88,650.03,750.25,850.13,914.73,915.01,914.53,914.97,916.18,915.0,915.3,914.73,914.71,850.26,749.81
3310,355.18,451.83,548.38,666.12,750.21,851.44,910.58,914.82,915.04,914.54,914.84,914.74,914.89,914.81,915.23,849.94,749.86,254.92,390.77,551.77,650.03,750.25,850.1,914.74,914.99,914.53,914.97,916.16,914.99,915.3,914.75,914.72,850.22,749.82
3311,347.55,451.33,548.38,666.12,750.21,851.44,910.58,914.83,915.12,914.56,914.8,914.76,914.89,914.83,915.24,849.9,749.87,257.59,390.77,551.86,649.97,750.27,850.07,914.75,914.98,914.54,914.96,916.19,914.97,915.26,914.73,914.69,850.23,749.83
3312,347.68,451.48,548.46,665.73,750.26,851.45,910.58,914.84,915.04,914.56,914.81,914.77,914.86,914.82,915.26,849.91,749.84,257.47,390.77,551.88,650.03,750.26,850.13,914.73,914.97,914.56,914.96,916.2,915.01,915.26,914.81,914.65,850.14,749.82
3313,347.68,451.51,548.46,666.12,750.2,851.45,910.58,914.86,915.05,914.52,914.83,914.73,914.87,914.82,915.28,849.91,749.84,258.29,390.77,551.95,650.03,750.25,850.12,914.74,914.99,914.53,914.95,916.17,914.97,915.26,914.77,914.67,850.16,749.83
3314,347.55,451.17,548.45,666.12,750.21,851.45,910.58,914.81,915.06,914.56,914.8,914.79,914.88,914.86,915.26,849.92,749.86,257.56,390.77,551.89,649.92,750.27,850.1,914.74,914.98,914.55,914.97,916.16,914.94,915.24,914.72,914.69,850.15,749.94
3315,347.55,451.5,548.38,665.5,750.2,851.45,910.53,914.84,915.13,914.5,914.83,914.82,914.89,914.83,915.28,849.91,749.85,257.45,390.6,551.94,649.97,750.27,850.09,914.75,914.99,914.51,914.93,916.16,914.99,915.25,914.77,914.66,850.18,749.84
3316,350.53,451.49,548.45,666.12,750.2,851.45,910.58,914.84,915.15,914.54,914.81,914.82,914.88,914.83,915.27,849.92,749.84,257.3,390.6,551.94,650.03,750.26,850.11,914.74,914.94,914.54,914.95,916.18,914.99,915.27,914.8,914.67,850.18,749.84
3317,347.55,451.57,548.46,666.12,750.2,851.45,910.52,914.86,915.09,914.51,914.83,914.76,914.87,914.89,915.24,849.91,749.84,258.2,390.76,552.06,650.03,750.27,850.12,914.71,915.0,914.55,914.96,916.15,914.97,915.26,914.75,914.8,850.2,749.88
3318,347.55,451.49,548.45,666.12,750.2,851.45,910.58,914.87,915.12,914.5,914.83,914.82,914.9,914.9,915.25,849.93,749.84,257.26,390.6,552.11,650.03,750.26,850.12,914.74,915.0,914.53,914.95,916.15,914.94,915.26,914.75,914.68,850.2,749.9
